Data,Kurs
2011-04-08,3.0097
2011-04-11,3.0284
2011-04-12,3.0502
2011-04-13,3.0571
2011-04-14,3.0563
2011-04-15,3.0596
2011-04-18,3.0848
2011-04-19,3.1112
2011-04-20,3.0622
2011-04-21,3.0803
2011-04-22,3.0636
2011-04-26,3.0757
2011-04-27,3.0698
2011-04-28,3.0385
2011-04-29,3.0533
2011-05-02,3.0546
2011-05-04,3.079
2011-05-05,3.0885
2011-05-06,3.1236
2011-05-09,3.1092
2011-05-10,3.1194
2011-05-11,3.0948
2011-05-12,3.1102
2011-05-13,3.0965
2011-05-16,3.1345
2011-05-17,3.1271
2011-05-18,3.1227
2011-05-19,3.1214
2011-05-20,3.1135
2011-05-23,3.1929
2011-05-24,3.1767
2011-05-25,3.2038
2011-05-26,3.2195
2011-05-27,3.2612
2011-05-30,3.2694
2011-05-31,3.2254
2011-06-01,3.2403
2011-06-02,3.2666
2011-06-03,3.2449
2011-06-06,3.2356
2011-06-07,3.2277
2011-06-08,3.2216
2011-06-09,3.2303
2011-06-10,3.2336
2011-06-13,3.2588
2011-06-14,3.242
2011-06-15,3.2366
2011-06-16,3.2969
2011-06-17,3.3081
2011-06-20,3.3149
2011-06-21,3.2908
2011-06-22,3.2883
2011-06-24,3.3375
2011-06-27,3.3693
2011-06-28,3.364
2011-06-29,3.352
2011-06-30,3.3004
2011-07-01,3.2231
2011-07-04,3.2002
2011-07-05,3.2288
2011-07-06,3.2635
2011-07-07,3.2867
2011-07-08,3.2397
2011-07-11,3.3571
2011-07-12,3.4817
2011-07-13,3.4472
2011-07-14,3.4743
2011-07-15,3.4909
2011-07-18,3.5204
2011-07-19,3.4547
2011-07-20,3.4325
2011-07-21,3.4128
2011-07-22,3.3564
2011-07-25,3.4606
2011-07-26,3.4447
2011-07-27,3.4563
2011-07-28,3.4795
2011-07-29,3.508
2011-08-01,3.4973
2011-08-02,3.6342
2011-08-03,3.6383
2011-08-04,3.6355
2011-08-05,3.7147
2011-08-08,3.722
2011-08-09,3.8487
2011-08-10,3.9393
2011-08-11,3.9562
2011-08-12,3.7884
2011-08-16,3.7004
2011-08-17,3.6734
2011-08-18,3.6112
2011-08-19,3.6972
2011-08-22,3.6783
2011-08-23,3.6485
2011-08-24,3.6439
2011-08-25,3.635
2011-08-26,3.6426
2011-08-29,3.5265
2011-08-30,3.5298
2011-08-31,3.5373
2011-09-01,3.6293
2011-09-02,3.7466
2011-09-05,3.7865
2011-09-06,3.5023
2011-09-07,3.4952
2011-09-08,3.4699
2011-09-09,3.5539
2011-09-12,3.5846
2011-09-13,3.6221
2011-09-14,3.6005
2011-09-15,3.6361
2011-09-16,3.6017
2011-09-19,3.6076
2011-09-20,3.6323
2011-09-21,3.5944
2011-09-22,3.6191
2011-09-23,3.6745
2011-09-26,3.6095
2011-09-27,3.5971
2011-09-28,3.6173
2011-09-29,3.6298
2011-09-30,3.6165
2011-10-03,3.6511
2011-10-04,3.618
2011-10-05,3.5794
2011-10-06,3.5421
2011-10-07,3.541
2011-10-10,3.4922
2011-10-11,3.5228
2011-10-12,3.487
2011-10-13,3.4974
2011-10-14,3.4704
2011-10-17,3.4528
2011-10-18,3.5246
2011-10-19,3.482
2011-10-20,3.5197
2011-10-21,3.5893
2011-10-24,3.581
2011-10-25,3.5781
2011-10-26,3.5999
2011-10-27,3.5482
2011-10-28,3.5319
2011-10-31,3.5612
2011-11-02,3.6295
2011-11-03,3.6082
2011-11-04,3.5574
2011-11-07,3.5393
2011-11-08,3.5117
2011-11-09,3.5459
2011-11-10,3.5519
2011-11-14,3.5583
2011-11-15,3.5531
2011-11-16,3.5639
2011-11-17,3.5773
2011-11-18,3.5812
2011-11-21,3.5841
2011-11-22,3.5985
2011-11-23,3.6233
2011-11-24,3.646
2011-11-25,3.6739
2011-11-28,3.6654
2011-11-29,3.6789
2011-11-30,3.7112
2011-12-01,3.6741
2011-12-02,3.6275
2011-12-05,3.6155
2011-12-06,3.6089
2011-12-07,3.601
2011-12-08,3.6107
2011-12-09,3.6653
2011-12-12,3.6694
2011-12-13,3.6917
2011-12-14,3.7025
2011-12-15,3.7096
2011-12-16,3.6842
2011-12-19,3.6828
2011-12-20,3.6634
2011-12-21,3.6391
2011-12-22,3.6352
2011-12-23,3.6301
2011-12-27,3.6139
2011-12-28,3.5988
2011-12-29,3.6167
2011-12-30,3.6333
2012-01-02,3.6668
2012-01-03,3.6622
2012-01-04,3.6714
2012-01-05,3.7037
2012-01-09,3.694
2012-01-10,3.7015
2012-01-11,3.6807
2012-01-12,3.6756
2012-01-13,3.6376
2012-01-16,3.6443
2012-01-17,3.6136
2012-01-18,3.5959
2012-01-19,3.5912
2012-01-20,3.5819
2012-01-23,3.5707
2012-01-24,3.5545
2012-01-25,3.5453
2012-01-26,3.5147
2012-01-27,3.4966
2012-01-30,3.5335
2012-01-31,3.5054
2012-02-01,3.4824
2012-02-02,3.4861
2012-02-03,3.4784
2012-02-06,3.4695
2012-02-07,3.4633
2012-02-08,3.4431
2012-02-09,3.4507
2012-02-10,3.4752
2012-02-13,3.4692
2012-02-14,3.4701
2012-02-15,3.4523
2012-02-16,3.5027
2012-02-17,3.4654
2012-02-20,3.4565
2012-02-21,3.4547
2012-02-22,3.4663
2012-02-23,3.4676
2012-02-24,3.4543
2012-02-27,3.473
2012-02-28,3.4535
2012-02-29,3.4318
2012-03-01,3.4178
2012-03-02,3.4119
2012-03-05,3.429
2012-03-06,3.4472
2012-03-07,3.4492
2012-03-08,3.4224
2012-03-09,3.4125
2012-03-12,3.4055
2012-03-13,3.4103
2012-03-14,3.4195
2012-03-15,3.421
2012-03-16,3.426
2012-03-19,3.4205
2012-03-20,3.4221
2012-03-21,3.4306
2012-03-22,3.4588
2012-03-23,3.4548
2012-03-26,3.436
2012-03-27,3.4236
2012-03-28,3.4415
2012-03-29,3.451
2012-03-30,3.454
2012-04-02,3.4401
2012-04-03,3.4335
2012-04-04,3.4449
2012-04-05,3.4526
2012-04-06,3.4584
2012-04-10,3.4732
2012-04-11,3.4966
2012-04-12,3.4728
2012-04-13,3.4765
2012-04-16,3.494
2012-04-17,3.4872
2012-04-18,3.4738
2012-04-19,3.4837
2012-04-20,3.4853
2012-04-23,3.4991
2012-04-24,3.4992
2012-04-25,3.4841
2012-04-26,3.4809
2012-04-27,3.482
2012-04-30,3.4731
2012-05-02,3.4625
2012-05-04,3.4861
2012-05-07,3.4959
2012-05-08,3.493
2012-05-09,3.5014
2012-05-10,3.5286
2012-05-11,3.5313
2012-05-14,3.5808
2012-05-15,3.5932
2012-05-16,3.6371
2012-05-17,3.621
2012-05-18,3.6371
2012-05-21,3.607
2012-05-22,3.5973
2012-05-23,3.6285
2012-05-24,3.6357
2012-05-25,3.6206
2012-05-28,3.6126
2012-05-29,3.6203
2012-05-30,3.6411
2012-05-31,3.6545
2012-06-01,3.6743
2012-06-04,3.6651
2012-06-05,3.657
2012-06-06,3.6159
2012-06-08,3.587
2012-06-11,3.5734
2012-06-12,3.5987
2012-06-13,3.6057
2012-06-14,3.5977
2012-06-15,3.574
2012-06-18,3.5536
2012-06-19,3.5586
2012-06-20,3.5397
2012-06-21,3.5459
2012-06-22,3.5564
2012-06-25,3.5511
2012-06-26,3.5463
2012-06-27,3.5387
2012-06-28,3.5605
2012-06-29,3.5477
2012-07-02,3.5217
2012-07-03,3.5052
2012-07-04,3.5005
2012-07-05,3.5142
2012-07-06,3.5119
2012-07-09,3.5305
2012-07-10,3.5004
2012-07-11,3.4807
2012-07-12,3.4979
2012-07-13,3.5018
2012-07-16,3.4924
2012-07-17,3.4791
2012-07-18,3.473
2012-07-19,3.463
2012-07-20,3.4662
2012-07-23,3.4809
2012-07-24,3.499
2012-07-25,3.5043
2012-07-26,3.4847
2012-07-27,3.4523
2012-07-30,3.4475
2012-07-31,3.4206
2012-08-01,3.4253
2012-08-02,3.4161
2012-08-03,3.4108
2012-08-06,3.3709
2012-08-07,3.3675
2012-08-08,3.4074
2012-08-09,3.3816
2012-08-10,3.3949
2012-08-13,3.3989
2012-08-14,3.4048
2012-08-16,3.3998
2012-08-17,3.3868
2012-08-20,3.3871
2012-08-21,3.3874
2012-08-22,3.3908
2012-08-23,3.3939
2012-08-24,3.4147
2012-08-27,3.3959
2012-08-28,3.4091
2012-08-29,3.4592
2012-08-30,3.4911
2012-08-31,3.4839
2012-09-03,3.4958
2012-09-04,3.4926
2012-09-05,3.5096
2012-09-06,3.4508
2012-09-07,3.4071
2012-09-10,3.3971
2012-09-11,3.4023
2012-09-12,3.3749
2012-09-13,3.3963
2012-09-14,3.3379
2012-09-17,3.3628
2012-09-18,3.4012
2012-09-19,3.4075
2012-09-20,3.444
2012-09-21,3.4126
2012-09-24,3.4356
2012-09-25,3.4301
2012-09-26,3.4251
2012-09-27,3.4342
2012-09-28,3.4008
2012-10-01,3.3925
2012-10-02,3.3982
2012-10-03,3.4044
2012-10-04,3.3768
2012-10-05,3.3649
2012-10-08,3.3679
2012-10-09,3.3613
2012-10-10,3.3683
2012-10-11,3.3942
2012-10-12,3.3866
2012-10-15,3.3835
2012-10-16,3.3822
2012-10-17,3.3839
2012-10-18,3.3928
2012-10-19,3.3996
2012-10-22,3.3921
2012-10-23,3.4114
2012-10-24,3.4206
2012-10-25,3.424
2012-10-26,3.4336
2012-10-29,3.431
2012-10-30,3.4279
2012-10-31,3.4249
2012-11-02,3.4109
2012-11-05,3.4158
2012-11-06,3.4135
2012-11-07,3.4058
2012-11-08,3.4496
2012-11-09,3.4418
2012-11-12,3.4565
2012-11-13,3.4688
2012-11-14,3.4685
2012-11-15,3.4639
2012-11-16,3.457
2012-11-19,3.4452
2012-11-20,3.4342
2012-11-21,3.4267
2012-11-22,3.4158
2012-11-23,3.4208
2012-11-26,3.4173
2012-11-27,3.4044
2012-11-28,3.4151
2012-11-29,3.4025
2012-11-30,3.4088
2012-12-03,3.405
2012-12-04,3.401
2012-12-05,3.3956
2012-12-06,3.4031
2012-12-07,3.4166
2012-12-10,3.4193
2012-12-11,3.387
2012-12-12,3.3775
2012-12-13,3.3834
2012-12-14,3.3847
2012-12-17,3.3811
2012-12-18,3.386
2012-12-19,3.3703
2012-12-20,3.3716
2012-12-21,3.3657
2012-12-24,3.3705
2012-12-27,3.3839
2012-12-28,3.3725
2012-12-31,3.3868
2013-01-02,3.3647
2013-01-03,3.3717
2013-01-04,3.4106
2013-01-07,3.4094
2013-01-08,3.4123
2013-01-09,3.4075
2013-01-10,3.3718
2013-01-11,3.3693
2013-01-14,3.3674
2013-01-15,3.333
2013-01-16,3.3437
2013-01-17,3.3129
2013-01-18,3.3067
2013-01-21,3.3648
2013-01-22,3.3689
2013-01-23,3.3587
2013-01-24,3.3857
2013-01-25,3.368
2013-01-28,3.3531
2013-01-29,3.3763
2013-01-30,3.3629
2013-01-31,3.389
2013-02-01,3.3991
2013-02-04,3.3564
2013-02-05,3.3929
2013-02-06,3.3841
2013-02-07,3.4017
2013-02-08,3.3884
2013-02-11,3.3823
2013-02-12,3.3909
2013-02-13,3.3788
2013-02-14,3.3853
2013-02-15,3.4061
2013-02-18,3.4024
2013-02-19,3.3949
2013-02-20,3.3728
2013-02-21,3.396
2013-02-22,3.3797
2013-02-25,3.3878
2013-02-26,3.4145
2013-02-27,3.4203
2013-02-28,3.4072
2013-03-01,3.3846
2013-03-04,3.3737
2013-03-05,3.3691
2013-03-06,3.351
2013-03-07,3.363
2013-03-08,3.3583
2013-03-11,3.3475
2013-03-12,3.3643
2013-03-13,3.3663
2013-03-14,3.3539
2013-03-15,3.377
2013-03-18,3.3969
2013-03-19,3.386
2013-03-20,3.3999
2013-03-21,3.424
2013-03-22,3.4257
2013-03-25,3.4019
2013-03-26,3.4184
2013-03-27,3.4304
2013-03-28,3.4349
2013-03-29,3.4323
2013-04-02,3.4422
2013-04-03,3.4416
2013-04-04,3.4457
2013-04-05,3.4389
2013-04-08,3.4137
2013-04-09,3.3863
2013-04-10,3.3727
2013-04-11,3.3691
2013-04-12,3.3833
2013-04-15,3.3857
2013-04-16,3.3872
2013-04-17,3.3815
2013-04-18,3.385
2013-04-19,3.3777
2013-04-22,3.3666
2013-04-23,3.384
2013-04-24,3.3682
2013-04-25,3.3648
2013-04-26,3.3843
2013-04-29,3.3753
2013-04-30,3.3821
2013-05-02,3.395
2013-05-06,3.376
2013-05-07,3.3774
2013-05-08,3.3684
2013-05-09,3.3572
2013-05-10,3.3244
2013-05-13,3.3441
2013-05-14,3.3549
2013-05-15,3.3349
2013-05-16,3.357
2013-05-17,3.3633
2013-05-20,3.3457
2013-05-21,3.357
2013-05-22,3.3337
2013-05-23,3.3732
2013-05-24,3.3579
2013-05-27,3.3723
2013-05-28,3.3501
2013-05-29,3.3832
2013-05-31,3.4569
2013-06-03,3.4335
2013-06-04,3.4259
2013-06-05,3.4168
2013-06-06,3.4602
2013-06-07,3.4993
2013-06-10,3.4374
2013-06-11,3.4591
2013-06-12,3.4548
2013-06-13,3.4775
2013-06-14,3.4244
2013-06-17,3.4368
2013-06-18,3.4453
2013-06-19,3.4535
2013-06-20,3.5079
2013-06-21,3.5289
2013-06-24,3.5465
2013-06-25,3.5174
2013-06-26,3.5364
2013-06-27,3.5207
2013-06-28,3.5078
2013-07-01,3.5125
2013-07-02,3.5027
2013-07-03,3.5288
2013-07-04,3.5048
2013-07-05,3.4682
2013-07-08,3.4811
2013-07-09,3.4769
2013-07-10,3.4811
2013-07-11,3.4949
2013-07-12,3.4928
2013-07-15,3.4633
2013-07-16,3.4516
2013-07-17,3.4492
2013-07-18,3.4329
2013-07-19,3.4321
2013-07-22,3.4209
2013-07-23,3.4117
2013-07-24,3.3964
2013-07-25,3.4247
2013-07-26,3.4308
2013-07-29,3.4318
2013-07-30,3.4198
2013-07-31,3.4465
2013-08-01,3.4372
2013-08-02,3.435
2013-08-05,3.4221
2013-08-06,3.4196
2013-08-07,3.4208
2013-08-08,3.4176
2013-08-09,3.4055
2013-08-12,3.4036
2013-08-13,3.3942
2013-08-14,3.381
2013-08-16,3.4154
2013-08-19,3.4384
2013-08-20,3.4513
2013-08-21,3.4473
2013-08-22,3.4408
2013-08-23,3.4278
2013-08-26,3.4274
2013-08-27,3.4522
2013-08-28,3.4626
2013-08-29,3.4799
2013-08-30,3.4632
2013-09-02,3.4497
2013-09-03,3.4681
2013-09-04,3.4582
2013-09-05,3.4549
2013-09-06,3.4673
2013-09-09,3.4543
2013-09-10,3.4465
2013-09-11,3.4211
2013-09-12,3.4128
2013-09-13,3.4024
2013-09-16,3.3937
2013-09-17,3.4074
2013-09-18,3.4217
2013-09-19,3.3889
2013-09-20,3.4215
2013-09-23,3.4292
2013-09-24,3.4379
2013-09-25,3.4275
2013-09-26,3.4379
2013-09-27,3.4506
2013-09-30,3.45
2013-10-01,3.4512
2013-10-02,3.4488
2013-10-03,3.431
2013-10-04,3.4312
2013-10-07,3.4345
2013-10-08,3.411
2013-10-09,3.4168
2013-10-10,3.4041
2013-10-11,3.3977
2013-10-14,3.3927
2013-10-15,3.3889
2013-10-16,3.3814
2013-10-17,3.3858
2013-10-18,3.3824
2013-10-21,3.3874
2013-10-22,3.3827
2013-10-23,3.3944
2013-10-24,3.4016
2013-10-25,3.4005
2013-10-28,3.3876
2013-10-29,3.3901
2013-10-30,3.3892
2013-10-31,3.3875
2013-11-04,3.395
2013-11-05,3.4004
2013-11-06,3.3877
2013-11-07,3.3806
2013-11-08,3.3979
2013-11-12,3.414
2013-11-13,3.4147
2013-11-14,3.3984
2013-11-15,3.3926
2013-11-18,3.3909
2013-11-19,3.388
2013-11-20,3.396
2013-11-21,3.4027
2013-11-22,3.4108
2013-11-25,3.4073
2013-11-26,3.4058
2013-11-27,3.4155
2013-11-28,3.4101
2013-11-29,3.4084
2013-12-02,3.4079
2013-12-03,3.4179
2013-12-04,3.4182
2013-12-05,3.4218
2013-12-06,3.4238
2013-12-09,3.4211
2013-12-10,3.4181
2013-12-11,3.4221
2013-12-12,3.4252
2013-12-13,3.4228
2013-12-16,3.4202
2013-12-17,3.4212
2013-12-18,3.4208
2013-12-19,3.4055
2013-12-20,3.3978
2013-12-23,3.3962
2013-12-24,3.3908
2013-12-27,3.391
2013-12-30,3.3866
2013-12-31,3.3816
2014-01-02,3.3816
2014-01-03,3.3884
2014-01-07,3.3817
2014-01-08,3.3765
2014-01-09,3.3787
2014-01-10,3.3818
2014-01-13,3.3718
2014-01-14,3.3731
2014-01-15,3.3614
2014-01-16,3.3713
2014-01-17,3.3745
2014-01-20,3.3719
2014-01-21,3.3706
2014-01-22,3.3758
2014-01-23,3.3843
2014-01-24,3.4237
2014-01-27,3.452
2014-01-28,3.4065
2014-01-29,3.4348
2014-01-30,3.4663
2014-01-31,3.4644
2014-02-03,3.4678
2014-02-04,3.4489
2014-02-05,3.4254
2014-02-06,3.4227
2014-02-07,3.4229
2014-02-10,3.4196
2014-02-11,3.4149
2014-02-12,3.4036
2014-02-13,3.417
2014-02-14,3.3974
2014-02-17,3.3917
2014-02-18,3.4017
2014-02-19,3.4083
2014-02-20,3.4247
2014-02-21,3.4149
2014-02-24,3.4121
2014-02-25,3.4103
2014-02-26,3.4094
2014-02-27,3.4407
2014-02-28,3.4211
2014-03-03,3.4607
2014-03-04,3.4474
2014-03-05,3.4344
2014-03-06,3.4267
2014-03-07,3.4361
2014-03-10,3.4465
2014-03-11,3.4626
2014-03-12,3.4774
2014-03-13,3.4787
2014-03-14,3.487
2014-03-17,3.4806
2014-03-18,3.4786
2014-03-19,3.4538
2014-03-20,3.451
2014-03-21,3.4468
2014-03-24,3.4448
2014-03-25,3.4365
2014-03-26,3.4211
2014-03-27,3.4309
2014-03-28,3.4194
2014-03-31,3.4192
2014-04-01,3.4286
2014-04-02,3.4258
2014-04-03,3.4176
2014-04-04,3.4052
2014-04-07,3.4178
2014-04-08,3.4177
2014-04-09,3.4189
2014-04-10,3.4262
2014-04-11,3.4343
2014-04-14,3.4437
2014-04-15,3.4409
2014-04-16,3.4461
2014-04-17,3.4471
2014-04-18,3.4293
2014-04-22,3.4307
2014-04-23,3.4337
2014-04-24,3.4327
2014-04-25,3.4466
2014-04-28,3.4578
2014-04-29,3.4474
2014-04-30,3.4433
2014-05-02,3.4442
2014-05-05,3.455
2014-05-06,3.454
2014-05-07,3.4495
2014-05-08,3.4347
2014-05-09,3.4292
2014-05-12,3.4243
2014-05-13,3.4248
2014-05-14,3.4287
2014-05-15,3.424
2014-05-16,3.4334
2014-05-19,3.4262
2014-05-20,3.4273
2014-05-21,3.4286
2014-05-22,3.4181
2014-05-23,3.4003
2014-05-26,3.4047
2014-05-27,3.4092
2014-05-28,3.4085
2014-05-29,3.3899
2014-05-30,3.3924
2014-06-02,3.3849
2014-06-03,3.3858
2014-06-04,3.4002
2014-06-05,3.3802
2014-06-06,3.385
2014-06-09,3.3624
2014-06-10,3.37
2014-06-11,3.3777
2014-06-12,3.3736
2014-06-13,3.3888
2014-06-16,3.4046
2014-06-17,3.3976
2014-06-18,3.4018
2014-06-20,3.4109
2014-06-23,3.4179
2014-06-24,3.4198
2014-06-25,3.4064
2014-06-26,3.3993
2014-06-27,3.4137
2014-06-30,3.4246
2014-07-01,3.4219
2014-07-02,3.418
2014-07-03,3.4201
2014-07-04,3.4076
2014-07-07,3.4115
2014-07-08,3.4064
2014-07-09,3.3949
2014-07-10,3.404
2014-07-11,3.4107
2014-07-14,3.4102
2014-07-15,3.4124
2014-07-16,3.3986
2014-07-17,3.4069
2014-07-18,3.4169
2014-07-21,3.4172
2014-07-22,3.4121
2014-07-23,3.4034
2014-07-24,3.4074
2014-07-25,3.4114
2014-07-28,3.4132
2014-07-29,3.418
2014-07-30,3.4138
2014-07-31,3.4225
2014-08-01,3.4438
2014-08-04,3.4345
2014-08-05,3.4233
2014-08-06,3.4501
2014-08-07,3.4551
2014-08-08,3.4764
2014-08-11,3.4618
2014-08-12,3.4616
2014-08-13,3.4586
2014-08-14,3.4478
2014-08-18,3.4649
2014-08-19,3.4581
2014-08-20,3.456
2014-08-21,3.4587
2014-08-22,3.4602
2014-08-25,3.4588
2014-08-26,3.4604
2014-08-27,3.469
2014-08-28,3.4851
2014-08-29,3.493
2014-09-01,3.4901
2014-09-02,3.4881
2014-09-03,3.472
2014-09-04,3.4793
2014-09-05,3.4748
2014-09-08,3.4677
2014-09-09,3.4813
2014-09-10,3.4825
2014-09-11,3.4666
2014-09-12,3.469
2014-09-15,3.4732
2014-09-16,3.471
2014-09-17,3.4597
2014-09-18,3.4659
2014-09-19,3.4682
2014-09-22,3.465
2014-09-23,3.4606
2014-09-24,3.4599
2014-09-25,3.4577
2014-09-26,3.4608
2014-09-29,3.4673
2014-09-30,3.46
2014-10-01,3.4662
2014-10-02,3.4599
2014-10-03,3.4572
2014-10-06,3.4522
2014-10-07,3.4533
2014-10-08,3.452
2014-10-09,3.452
2014-10-10,3.454
2014-10-13,3.4662
2014-10-14,3.4781
2014-10-15,3.4855
2014-10-16,3.4996
2014-10-17,3.5025
2014-10-20,3.5012
2014-10-21,3.5022
2014-10-22,3.5003
2014-10-23,3.5046
2014-10-24,3.5026
2014-10-27,3.5024
2014-10-28,3.5035
2014-10-29,3.5039
2014-10-30,3.5068
2014-10-31,3.486
2014-11-03,3.5017
2014-11-04,3.5056
2014-11-05,3.5146
2014-11-06,3.5083
2014-11-07,3.5078
2014-11-10,3.5057
2014-11-12,3.5137
2014-11-13,3.5103
2014-11-14,3.5179
2014-11-17,3.5176
2014-11-18,3.5109
2014-11-19,3.5108
2014-11-20,3.5094
2014-11-21,3.5011
2014-11-24,3.4911
2014-11-25,3.4859
2014-11-26,3.4761
2014-11-27,3.4774
2014-11-28,3.4788
2014-12-01,3.4741
2014-12-02,3.4567
2014-12-03,3.4556
2014-12-04,3.451
2014-12-05,3.4589
2014-12-08,3.4639
2014-12-09,3.4594
2014-12-10,3.4605
2014-12-11,3.4745
2014-12-12,3.4807
2014-12-15,3.4768
2014-12-16,3.4917
2014-12-17,3.5209
2014-12-18,3.519
2014-12-19,3.5483
2014-12-22,3.5429
2014-12-23,3.5538
2014-12-24,3.5813
2014-12-29,3.5794
2014-12-30,3.5859
2014-12-31,3.5447
2015-01-02,3.5833
2015-01-05,3.5792
2015-01-07,3.5898
2015-01-08,3.5792
2015-01-09,3.5663
2015-01-12,3.5623
2015-01-13,3.5639
2015-01-14,3.5712
2015-01-15,4.1611
2015-01-16,4.255
2015-01-19,4.2901
2015-01-20,4.2697
2015-01-21,4.316
2015-01-22,4.3092
2015-01-23,4.3223
2015-01-26,4.2448
2015-01-27,4.1357
2015-01-28,4.1335
2015-01-29,4.1007
2015-01-30,4.0179
2015-02-02,3.9555
2015-02-03,3.9834
2015-02-04,3.9375
2015-02-05,3.9541
2015-02-06,3.954
2015-02-09,3.9861
2015-02-10,4.0192
2015-02-11,4.0068
2015-02-12,3.9706
2015-02-13,3.9383
2015-02-16,3.9364
2015-02-17,3.9369
2015-02-18,3.9167
2015-02-19,3.8818
2015-02-20,3.8781
2015-02-23,3.8842
2015-02-24,3.8909
2015-02-25,3.8653
2015-02-26,3.8628
2015-02-27,3.8919
2015-03-02,3.8742
2015-03-03,3.8728
2015-03-04,3.893
2015-03-05,3.8735
2015-03-06,3.8535
2015-03-09,3.8531
2015-03-10,3.8525
2015-03-11,3.8888
2015-03-12,3.8781
2015-03-13,3.894
2015-03-16,3.9116
2015-03-17,3.8971
2015-03-18,3.896
2015-03-19,3.8926
2015-03-20,3.9101
2015-03-23,3.9055
2015-03-24,3.9011
2015-03-25,3.8995
2015-03-26,3.8985
2015-03-27,3.9177
2015-03-30,3.9097
2015-03-31,3.911
2015-04-01,3.8929
2015-04-02,3.9028
2015-04-03,3.904
2015-04-07,3.8872
2015-04-08,3.8592
2015-04-09,3.8533
2015-04-10,3.8715
2015-04-13,3.8708
2015-04-14,3.8845
2015-04-15,3.8801
2015-04-16,3.8901
2015-04-17,3.9072
2015-04-20,3.909
2015-04-21,3.8828
2015-04-22,3.9005
2015-04-23,3.8653
2015-04-24,3.8732
2015-04-27,3.8822
2015-04-28,3.8441
2015-04-29,3.8156
2015-04-30,3.8438
2015-05-04,3.8756
2015-05-05,3.8619
2015-05-06,3.9064
2015-05-07,3.9285
2015-05-08,3.9166
2015-05-11,3.9216
2015-05-12,3.9399
2015-05-13,3.9126
2015-05-14,3.9295
2015-05-15,3.8955
2015-05-18,3.8642
2015-05-19,3.8787
2015-05-20,3.8977
2015-05-21,3.926
2015-05-22,3.9355
2015-05-25,3.9757
2015-05-26,3.9864
2015-05-27,4.0014
2015-05-28,4.0014
2015-05-29,3.991
2015-06-01,3.9984
2015-06-02,4.0019
2015-06-03,3.969
2015-06-05,3.9619
2015-06-08,3.975
2015-06-09,3.986
2015-06-10,3.9655
2015-06-11,3.9352
2015-06-12,3.9579
2015-06-15,3.9665
2015-06-16,3.9654
2015-06-17,3.9815
2015-06-18,3.9817
2015-06-19,3.9957
2015-06-22,3.9985
2015-06-23,3.9884
2015-06-24,3.9891
2015-06-25,3.982
2015-06-26,3.996
2015-06-29,4.0208
2015-06-30,4.0412
2015-07-01,4.0097
2015-07-02,3.9974
2015-07-03,4.0038
2015-07-06,4.0193
2015-07-07,4.0443
2015-07-08,4.0545
2015-07-09,4.0304
2015-07-10,4.0081
2015-07-13,3.9636
2015-07-14,3.9911
2015-07-15,3.9595
2015-07-16,3.9469
2015-07-17,3.9332
2015-07-20,3.935
2015-07-21,3.9402
2015-07-22,3.9269
2015-07-23,3.9357
2015-07-24,3.9159
2015-07-27,3.915
2015-07-28,3.8679
2015-07-29,3.8946
2015-07-30,3.8928
2015-07-31,3.9355
2015-08-03,3.8977
2015-08-04,3.9059
2015-08-05,3.9144
2015-08-06,3.9033
2015-08-07,3.8989
2015-08-10,3.8937
2015-08-11,3.8765
2015-08-12,3.8575
2015-08-13,3.848
2015-08-14,3.8514
2015-08-17,3.854
2015-08-18,3.8499
2015-08-19,3.8724
2015-08-20,3.9098
2015-08-21,3.8998
2015-08-24,3.9129
2015-08-25,3.8973
2015-08-26,3.918
2015-08-27,3.926
2015-08-28,3.8988
2015-08-31,3.9238
2015-09-01,3.8985
2015-09-02,3.9065
2015-09-03,3.884
2015-09-04,3.8982
2015-09-07,3.8983
2015-09-08,3.8843
2015-09-09,3.8666
2015-09-10,3.857
2015-09-11,3.8289
2015-09-14,3.8272
2015-09-15,3.8417
2015-09-16,3.8361
2015-09-17,3.8368
2015-09-18,3.8359
2015-09-21,3.8359
2015-09-22,3.8522
2015-09-23,3.8632
2015-09-24,3.8593
2015-09-25,3.8473
2015-09-28,3.8656
2015-09-29,3.8909
2015-09-30,3.8785
2015-10-01,3.889
2015-10-02,3.8885
2015-10-05,3.8864
2015-10-06,3.8873
2015-10-07,3.8869
2015-10-08,3.8772
2015-10-09,3.8631
2015-10-12,3.8644
2015-10-13,3.8716
2015-10-14,3.8819
2015-10-15,3.893
2015-10-16,3.9022
2015-10-19,3.9097
2015-10-20,3.9319
2015-10-21,3.9411
2015-10-22,3.9357
2015-10-23,3.9296
2015-10-26,3.9444
2015-10-27,3.9302
2015-10-28,3.9459
2015-10-29,3.9364
2015-10-30,3.9255
2015-11-02,3.906
2015-11-03,3.9126
2015-11-04,3.9234
2015-11-05,3.9062
2015-11-06,3.9246
2015-11-09,3.9464
2015-11-10,3.9435
2015-11-12,3.9263
2015-11-13,3.9248
2015-11-16,3.9328
2015-11-17,3.9324
2015-11-18,3.9264
2015-11-19,3.9023
2015-11-20,3.9143
2015-11-23,3.9151
2015-11-24,3.9298
2015-11-25,3.9431
2015-11-26,3.9404
2015-11-27,3.9172
2015-11-30,3.9099
2015-12-01,3.9128
2015-12-02,3.9278
2015-12-03,3.9461
2015-12-04,3.9643
